,adverb,cluster,sentence,entropy
274,contemporaneously,0,And the discovery of LSD and its potent effects on the human psyche occurred almost contemporaneously with the discovery of serotonin as a molecule in the brain.,0.9626346230506897
275,contemptibly,0,One day you will understand the sheer horror of what's happening in that part of the world and you will be ashamed of your contemptibly nihilistic attitude.,0.0002959348785225302
276,contemptuously,0,Roberts created a niche in a business that had contemptuously rejected him.,0.0010859593749046326
277,contentedly,0,"(SIGHING CONTENTEDLY) Sight Vikings, ah, we're up to date, we're up to date.",1.2637343388632871e-05
278,continually,0,"Continually followed by, like, FBI and fucking CIA, and 50 journalists.",2.803633591952348e-08
279,continuously,0,"Continuously getting legit refills isn't realistic, and neither is being a junkie.",4.418537091765984e-09
280,conveniently,1,Conveniently located for all your lunchtime spanking needs.,1.1805348549387418e-05
281,conveniently,2,They don't know we can stream movies cheaper and more conveniently online?,1.5367658138275146
282,conveniently,3,"Conveniently, my mom sells sex toys out of the trunk of her car.",1.4255967073495412e-07
283,conveniently,8,"This is where my patented magnetic bomb-attractor vest can aid us, that Beaker is conveniently wearing.",2.7476963996887207
284,conventionally,0,"SO WHAT IF WE'RE NOT ""CONVENTIONALLY HANDSOME""?",2.9700831305490283e-07
285,conventionally,1,"Tellus, did you have them conventionally?",1.5843702554702759
286,conversationally,0,I'm more conversationally inclined after a couple of drinks.,2.588650703430176
287,conversely,0,"Conversely, reality, co-opted by fiction, loses its value",1.0023764041022787e-09
288,convincingly,0,"And rather than taking the time to convincingly explain her position, officer Cowell just tasered my client.",0.0002014536876231432
289,convulsively,0,"""with his legs pumping convulsively in the air...",0.7972525954246521
290,coolly,1,"[Coolly] I mean, the note's for me.",5.909516403335147e-06
291,coolly,4,It would take a lot of rehearsals in a theater to say the lines coolly.,1.1305041313171387
292,cordially,0,"Ohhh, we're ""cordially invited this Saturday... to join Otto and Becky at 742 Evergreen Terrace""? .",2.263596776685972e-08
293,correctly,0,"THE STAGE, AND AS SOON AS I SPELLED THE WORD CORRECTLY, HE RUSHED ONTO THE STAGE.",1.3386826935857243e-07
294,correctly,1,"Like this lynx here - if he wasn't fed correctly, he wouldn't be tame and happy and come to me when I call him.",2.651310920715332
295,correctly,2,I hope these men are treating you correctly.,2.7601687908172607
296,correspondingly,0,"Correspondingly, the map will tell us the location of Blackwood's final act.",8.929483641395564e-08
297,cosmetically,0,"Cosmetically, there are testicular implants available.",2.882435978790454e-08
298,courageously,0,"Courageously, this man had agreed to testify in two weeks time in that case.",3.402306703037539e-08
299,courteously,0,Perhaps they'll be yours if you treat them courteously and keep your word.,0.03891938924789429
300,cowardly,0,Blame it on... Cowardly nitpickers with farting brains!,1.4947515225571806e-08
301,cowardly,1,Show them the power that they were too cowardly to claim as their own.,0.0693068653345108
302,craftily,0,"Craftily military, strategy, tactics, ocular, diversion...",1.5271833575525307e-08
303,crazily,0,"The cows, buffaloes and goats of the village are crazily crying Balloo, Balloo!",0.0022996871266514063
304,crazily,3,"I'll explain ""crazily competitive"" to zack over and over again until he gets it.",0.0007635536603629589
305,crazily,5,-It would teeter crazily on the spindle.,0.014349662698805332
306,creatively,0,"Creatively, I think it helped him because he wrote some songs about that.",7.64491332461148e-08
307,credibly,0,"treams of blood and song galore... I've been very, very lucky - lncredibly lucky.",5.42643086021144e-08
308,criminally,0,That's a criminally expensive Santangelo bowl.,2.062411308288574
309,criminally,1,"Criminally negligent, D felony. No time.",6.497094529045455e-10
310,critically,0,SAGAN: All assumptions must be critically examined.,1.375157117843628
311,critically,1,"Critically, at the heart of this project is a huge attitude change by these Maasai warriors.",1.5358409655163996e-07
312,critically,2,ON A FILTHY SLUM STREET CORNER . IN THE ARMS OF HER CRITICALLY WOUNDED HUSBAND ANOTHER SACRIFICE TO THE RISING TIDE OF STREET VIOLENCE,1.103180693462491e-07
313,critically,3,Critically reduced levels cause Alzheimer's disease in monkeys.,5.256523763819132e-06
314,critically,6,"When the picture opened, it was a huge hit... ... bothcritically and with the audience.",5.062815944256727e-09
315,crucially,0,"That's right. Crucially, this Starbucks is different than the others.",8.599478462656407e-08
316,cruelly,0,"Cruelly, beyond duty, beyond necessity.",1.983612065714624e-07
317,cruelly,2,"They're the maid's rejected suitors, Cruelly racked by jealousy.",4.6411659582190623e-07
318,crushingly,0,"Those soul-crushingly dull civil service meetings, that made suicide look like an exciting career option.",2.222523054484782e-09
319,culturally,0,"Culturally, Madonna's legacy transcends her music, because by and large, the subtext of her songs are about being strong, independent and-and confident, no matter what your sex.",5.912135669916552e-09
320,cunningly,0,"But these machines, these inventions of another planet, have been cunningly conceived to play on our most mortal weakness.",0.006784890778362751
321,cunningly,1,"Cunningly disguised in there is a disk that took me five years to make, cooped up in my broom closet at Waverly Insurance.",1.1579230019265196e-08
322,curiously,0,"Curiously, this case and other similar ones, which show us Mastropiero plagiarizing Günther Frager has reached us through Mastropieros own autobiography.",3.1598781369268636e-09
323,curiously,1,"I sunk into an uneasy slumber, interspersed curiously with erotic dreams.",1.5579652786254883
324,curiously,2,that card and that curiously shaped instrument were lying there on the table.,2.124159812927246
325,curiously,4,'It is curiously in the joints of his hips and wrists.,1.6128828525543213
326,curiously,5,'Twere to consider too curiously to consider so.,2.2683606147766113
327,currently,0,"And has destroyed over 100 homes. Currently there is 0% containment of this fire. However, firefighters are hopeful",3.5814737842088107e-09
328,curtly,0,"Charles Edward Stuart, believing the Scots to have betrayed him, refuses to listen to last-minute pleas to stay and fight in the mountains. Curtly and without a word of thanks he dismisses the Highland army.",4.855853603658034e-07
329,customarily,0,"Customarily, the uh, woman moves in with the man, but Henry's already got his nursery set up, and the beach is a draw, so I guess it'll be your place.",5.023288451866392e-09
330,cutely,0,"I was looking forward to coming tonight and not waiting here, cutely.",1.9587966203689575
331,cynically,0,"The comfortable position of ""auxiliary"", or ""support sector"" for a criminal organization, whose aim is, through turning Brazil into a battlefield, the setting-up of a communist regime. When uncovered, it will disclose, cynically, that the Church is being persecuted in Brazil.",2.639573574066162
332,daily,0,What were you doing at the Daily Planet?,8.093340397863358e-07
333,daily,1,"Emma, call the ""Star"" Daily EU ""and"" Financial World "".",1.2574441488055754e-10
334,daintily,1,"It is hot, so proceed daintily.",0.19415681064128876
335,dangerously,0,"Right, right. All those dangers just waiting, huh? Dangerously lurking.",6.655423590018472e-08
336,dangerously,1,"Around here you're Johnny Kelly, a law-abiding night club owner not the notorious gangster Johnny Dangerously.",6.060833612764327e-09
337,dangerously,4,"{\fad(500,1000)}Season 3 Episode 13 The Week of Dying Dangerously",6.06145022175042e-06
338,daringly,0,"Daringly, the fugitive's bride-to-be convinces the town that he's not guilty... by forging a telegram from a U.S. Marshal.",8.584350297269339e-08
339,darkly,0,"♪ Flashpoint 4x04 ♪ Through a Glass Darkly Original Air Date on July 29, 2011",1.3153217182093613e-08
340,darkly,1,"Darkly handsome maybe, but not weird.",1.1599623803704162e-06
341,darkly,4,"[Chuckling darkly] Come on, honey.",2.777191400527954
342,darkly,5,Joseph was a darkly tanned Jew.,2.468259334564209
343,dazzlingly,0,"Let us consider him in his flight, outstanding and dazzlingly sulphurous.",0.17055197060108185
344,deadly,0,"Deadly, military uses like... radar, anti-radar or missile applications.",1.000171678811057e-08
345,deadly,1,"AND NOW, FROM DEADLY FIRE, COMES VIBRANT,",3.04420154861873e-07
346,deadly,2,I need to find The Deadly Saapmi Assosiation Squad.,5.032245553593384e-06
347,deadly,4,"And the same blood flows in you that flows in your deadly brother, Jett.",2.1889266967773438
348,deadly,5,"I'm going to be the CEO, and I am deadly serious.",1.7086079120635986
349,deadly,11,"[Scorsese] At the end of Kiss Me Deadly, the duplicitous woman who stole this package from a secret government project... was like the wife of Lot who refused to heed the warnings.",1.4155371985680176e-08
350,deadly,12,"On paper, the Beers had the far superior team. But the outside shooting of Coop and the deadly accuracy of Doug Remer.",2.745054244995117
351,deathly,0,"As black clouds portend a deathly storm, we are but simple sailors on a single mission, to save that which we hold most dear.",0.4696122407913208
352,deathly,1,You won't look good being deposed by a deathly ill man.,1.1135096549987793
353,deathly,2,"""Deathly."" I wrote that line.",0.004108970053493977
354,deathly,4,[Rapping] ♪Deathly hallows and tebow ♪,1.0476577827489564e-08
355,deathly,6,"Well, it's the sign of the Deathly Hallows, of course. - The what?",1.4027891737100617e-08
356,deceivingly,0,"I'm better looking, I have better hair, I'm deceivingly smart and I want everyone else to do what I say.",0.0019381268648430705
357,decently,0,How much do you think they'd need to live decently?,0.001978399232029915
358,decently,1,When was the last time you were Decently kissed?,2.218490351424407e-07
359,decently,2,"Oh, she's an attractive woman, I know. But she's not capable of raising a child decently.",0.003513766685500741
360,decently,3,The sheets of the dying are always so soiled and I hope that Concetta and the others will be more decently dressed.,0.002442247001454234
361,decently,5,There's not one girl on TV who knows how to move decently.,0.021454082801938057
362,decently,6,"Take this money to bury her decently, the rest is for those without work.",0.007622926030308008
